data,label,word_token
sembari belanja supermarket setiabudi makan kiosk supermarket pilihan makanan khas bandung kocok bubur ayam combro enak mempermudah mencoba jajanan bandung lokasi duduk nyaman pelayanan,1,"['sembari', 'belanja', 'supermarket', 'setiabudi', 'makan', 'kiosk', 'supermarket', 'pilihan', 'makanan', 'khas', 'bandung', 'kocok', 'bubur', 'ayam', 'combro', 'enak', 'mempermudah', 'mencoba', 'jajanan', 'bandung', 'lokasi', 'duduk', 'nyaman', 'pelayanan']"
politik zonpoliticon pintarlah bijak politik belajarlah pengalaman,0,"['politik', 'zonpoliticon', 'pintarlah', 'bijak', 'politik', 'belajarlah', 'pengalaman']"
sibuk mengurus perusahaan ribuan karyawan becus,-1,"['sibuk', 'mengurus', 'perusahaan', 'ribuan', 'karyawan', 'becus']"
semoga pesawat ditemukan hancur biar keluarga pendeta mati mengurangi populasi agama kristen dunia,-1,"['semoga', 'pesawat', 'ditemukan', 'hancur', 'biar', 'keluarga', 'pendeta', 'mati', 'mengurangi', 'populasi', 'agama', 'kristen', 'dunia']"
orang syirik dengki teman atasan dengki bawahan,-1,"['orang', 'syirik', 'dengki', 'teman', 'atasan', 'dengki', 'bawahan']"
diam menyaksikan skandal kelas kadal pembelian saham tinto gratis port,0,"['diam', 'menyaksikan', 'skandal', 'kelas', 'kadal', 'pembelian', 'saham', 'tinto', 'gratis', 'port']"
pahlawan suka bohongin rakyat janji janji manis tapa realisasi jokowi,-1,"['pahlawan', 'suka', 'bohongin', 'rakyat', 'janji', 'janji', 'manis', 'tapa', 'realisasi', 'jokowi']"
kenalan facebook jadian messenger pacaran putus whatsapp jual mantan bukalapak menetapkan kids zaman alay,-1,"['kenalan', 'facebook', 'jadian', 'messenger', 'pacaran', 'putus', 'whatsapp', 'jual', 'mantan', 'bukalapak', 'menetapkan', 'kids', 'zaman', 'alay']"
bangka tanah sadar sadar manusia terburuk busuk,-1,"['bangka', 'tanah', 'sadar', 'sadar', 'manusia', 'terburuk', 'busuk']"
orisinil panas ruangan terbatas long weekend antre terobati bihun pilihan pedas manis asin lokasi jalan braga berjalan kaki parkir memadai parkir jalan braga legendaris,1,"['orisinil', 'panas', 'ruangan', 'terbatas', 'long', 'weekend', 'antre', 'terobati', 'bihun', 'pilihan', 'pedas', 'manis', 'asin', 'lokasi', 'jalan', 'braga', 'berjalan', 'kaki', 'parkir', 'memadai', 'parkir', 'jalan', 'braga', 'legendaris']"
suka mengunjungi resto bubur porsi enak cocok dihidangkan menu dimsum,1,"['suka', 'mengunjungi', 'resto', 'bubur', 'porsi', 'enak', 'cocok', 'dihidangkan', 'menu', 'dimsum']"
habiskan milyar,0,"['habiskan', 'milyar']"
pemandangan bagus pohon rindang taman tertata pilihan makanan dicoba harga variatif,1,"['pemandangan', 'bagus', 'pohon', 'rindang', 'taman', 'tertata', 'pilihan', 'makanan', 'dicoba', 'harga', 'variatif']"
anggota terhormat mulut sampah berkualitas,-1,"['anggota', 'terhormat', 'mulut', 'sampah', 'berkualitas']"
ramai mudah dijangkau suasana pengap minim oksigen harap merokok kecuali berantem makanan menu kreatif datar pelayanan pengantaran makanan makanan keburu dingin pelayanan managemen kelabakan kelebihan lokasi strategis cocok suka pedas,1,"['ramai', 'mudah', 'dijangkau', 'suasana', 'pengap', 'minim', 'oksigen', 'harap', 'merokok', 'kecuali', 'berantem', 'makanan', 'menu', 'kreatif', 'datar', 'pelayanan', 'pengantaran', 'makanan', 'makanan', 'keburu', 'dingin', 'pelayanan', 'managemen', 'kelabakan', 'kelebihan', 'lokasi', 'strategis', 'cocok', 'suka', 'pedas']"
pasukan israel bongkar pemukiman palestina tepi barat,0,"['pasukan', 'israel', 'bongkar', 'pemukiman', 'palestina', 'tepi', 'barat']"
keren mewah menyenangkan lihat kota bandung keindahan pelayanan nama agus jaya memuaskan makanan minuman nikmat,1,"['keren', 'mewah', 'menyenangkan', 'lihat', 'kota', 'bandung', 'keindahan', 'pelayanan', 'nama', 'agus', 'jaya', 'memuaskan', 'makanan', 'minuman', 'nikmat']"
ikan bakar sukajadi ramai enak sukajadi tutup buka seberang sukajadi tutup sepi pengunjung,-1,"['ikan', 'bakar', 'sukajadi', 'ramai', 'enak', 'sukajadi', 'tutup', 'buka', 'seberang', 'sukajadi', 'tutup', 'sepi', 'pengunjung']"
pelayanan buruk orang pelayan perempuan dijilbab laki laki kemayu pesan kondisi disebelah pelanggan pelanggan pergi pasangan petugas membereskan meja sebelah pindah sebelah,-1,"['pelayanan', 'buruk', 'orang', 'pelayan', 'perempuan', 'dijilbab', 'laki', 'laki', 'kemayu', 'pesan', 'kondisi', 'disebelah', 'pelanggan', 'pelanggan', 'pergi', 'pasangan', 'petugas', 'membereskan', 'meja', 'sebelah', 'pindah', 'sebelah']"
suka dimsum chinesse makanan cocok mencoba rumah makan luas parkir kendaraan,1,"['suka', 'dimsum', 'chinesse', 'makanan', 'cocok', 'mencoba', 'rumah', 'makan', 'luas', 'parkir', 'kendaraan']"
suka manis coba nasi liwet ayam jamur suka coba pilih nasi liwet ikan asin terkenal sate disajikan hotplate mendoan pesan,1,"['suka', 'manis', 'coba', 'nasi', 'liwet', 'ayam', 'jamur', 'suka', 'coba', 'pilih', 'nasi', 'liwet', 'ikan', 'asin', 'terkenal', 'sate', 'disajikan', 'hotplate', 'mendoan', 'pesan']"
enak meresap bosan menu jeda sambal mantap kitchen dipisahkan ruangan pelanggan asap dapur memenuhi ruangan mantap,1,"['enak', 'meresap', 'bosan', 'menu', 'jeda', 'sambal', 'mantap', 'kitchen', 'dipisahkan', 'ruangan', 'pelanggan', 'asap', 'dapur', 'memenuhi', 'ruangan', 'mantap']"
resto sunda cabang makanan enak harga jakarta mini koleksi binatang burung hantu monyet burung burungan ikan,1,"['resto', 'sunda', 'cabang', 'makanan', 'enak', 'harga', 'jakarta', 'mini', 'koleksi', 'binatang', 'burung', 'hantu', 'monyet', 'burung', 'burungan', 'ikan']"
rasis,-1,['rasis']
parkiran luas pengunjung parkir pinggir jalan petugas security helpul mengarahkan kesan luas selebar rumah standar bandung ruang luas kursi sofa jenis kesan menyenangkan kumpul muncul suasana rumah makanan harga moderat,1,"['parkiran', 'luas', 'pengunjung', 'parkir', 'pinggir', 'jalan', 'petugas', 'security', 'helpul', 'mengarahkan', 'kesan', 'luas', 'selebar', 'rumah', 'standar', 'bandung', 'ruang', 'luas', 'kursi', 'sofa', 'jenis', 'kesan', 'menyenangkan', 'kumpul', 'muncul', 'suasana', 'rumah', 'makanan', 'harga', 'moderat']"
indosat cari marah,-1,"['indosat', 'cari', 'marah']"
jadikan kepandaian kebahagiaan meningkatkan ikhlas bersyukur kesuksesan,1,"['jadikan', 'kepandaian', 'kebahagiaan', 'meningkatkan', 'ikhlas', 'bersyukur', 'kesuksesan']"
restoran steak nikmat menawarkan varian steak harga berbanding lurus,1,"['restoran', 'steak', 'nikmat', 'menawarkan', 'varian', 'steak', 'harga', 'berbanding', 'lurus']"
bandung letak jalan martadinata sebelah spbu nyempil sarana parkir resto luas homy resto toilet tersedia musala steak enak porsi bikin kenyang minuman variatif harga k perporsi rugi,1,"['bandung', 'letak', 'jalan', 'martadinata', 'sebelah', 'spbu', 'nyempil', 'sarana', 'parkir', 'resto', 'luas', 'homy', 'resto', 'toilet', 'tersedia', 'musala', 'steak', 'enak', 'porsi', 'bikin', 'kenyang', 'minuman', 'variatif', 'harga', 'k', 'perporsi', 'rugi']"
bakmi tebal kenyal karet bakmi menu bihun kwetiau makanan sampingan bakso kiau,1,"['bakmi', 'tebal', 'kenyal', 'karet', 'bakmi', 'menu', 'bihun', 'kwetiau', 'makanan', 'sampingan', 'bakso', 'kiau']"
jalan braga sarapan pesan sarapan hotel memutuskan makan bebek garang rekomendasi teman bandung pesan nasi ayam ayam hitam manis nasi ayam sambal lalap sambel enak ayam hitam manis kecap,1,"['jalan', 'braga', 'sarapan', 'pesan', 'sarapan', 'hotel', 'memutuskan', 'makan', 'bebek', 'garang', 'rekomendasi', 'teman', 'bandung', 'pesan', 'nasi', 'ayam', 'ayam', 'hitam', 'manis', 'nasi', 'ayam', 'sambal', 'lalap', 'sambel', 'enak', 'ayam', 'hitam', 'manis', 'kecap']"
mohon bahan renungan pemerintahan,1,"['mohon', 'bahan', 'renungan', 'pemerintahan']"
makanan pagi tersedia beragam makan siang memesan pecel ayam hati hati suka pedas otomatis pedas dipesan,1,"['makanan', 'pagi', 'tersedia', 'beragam', 'makan', 'siang', 'memesan', 'pecel', 'ayam', 'hati', 'hati', 'suka', 'pedas', 'otomatis', 'pedas', 'dipesan']"
saksi bisu pengemis mengemis menyusahkan,-1,"['saksi', 'bisu', 'pengemis', 'mengemis', 'menyusahkan']"
motif penabrakan tiongkok diduga balas dendam,0,"['motif', 'penabrakan', 'tiongkok', 'diduga', 'balas', 'dendam']"
perjalanan melelahkan,-1,"['perjalanan', 'melelahkan']"
restoran berkonsep bandung suka suasana malam romatis rimbun desain unik bertingkat tingkat terjun pepohanan rimbun suka goreng berbeda porsi harga sesuai enak masakan sunda terenak makan,1,"['restoran', 'berkonsep', 'bandung', 'suka', 'suasana', 'malam', 'romatis', 'rimbun', 'desain', 'unik', 'bertingkat', 'tingkat', 'terjun', 'pepohanan', 'rimbun', 'suka', 'goreng', 'berbeda', 'porsi', 'harga', 'sesuai', 'enak', 'masakan', 'sunda', 'terenak', 'makan']"
makanan mahal mahal masakan enak season mengantre pemandangan bagus cari,-1,"['makanan', 'mahal', 'mahal', 'masakan', 'enak', 'season', 'mengantre', 'pemandangan', 'bagus', 'cari']"
ragu kecepatan pelayanan badlah lupa pesan mixed makanan cooked ohya kasi gratis krim dicoba pelayan suka,1,"['ragu', 'kecepatan', 'pelayanan', 'badlah', 'lupa', 'pesan', 'mixed', 'makanan', 'cooked', 'ohya', 'kasi', 'gratis', 'krim', 'dicoba', 'pelayan', 'suka']"
buka tabungan airasia saver setahun dipakai hangus,0,"['buka', 'tabungan', 'airasia', 'saver', 'setahun', 'dipakai', 'hangus']"
menu teman pesan pulang sari ater teman makanan unik mengajak langsung suka varian menu unik unik enak,1,"['menu', 'teman', 'pesan', 'pulang', 'sari', 'ater', 'teman', 'makanan', 'unik', 'mengajak', 'langsung', 'suka', 'varian', 'menu', 'unik', 'unik', 'enak']"
cocok mencari masakan khas sunda sambal terasi ayam goreng enak banget bumbu gurih,1,"['cocok', 'mencari', 'masakan', 'khas', 'sunda', 'sambal', 'terasi', 'ayam', 'goreng', 'enak', 'banget', 'bumbu', 'gurih']"
warna sesuai okelah kali mohon perhatikan warna dipesan,-1,"['warna', 'sesuai', 'okelah', 'kali', 'mohon', 'perhatikan', 'warna', 'dipesan']"
liburan ramai padat sungguh nyaman susah cari duduk makan kafetaria gerai gerai makanan ditemukan dusun bambu beda harga mahal,-1,"['liburan', 'ramai', 'padat', 'sungguh', 'nyaman', 'susah', 'cari', 'duduk', 'makan', 'kafetaria', 'gerai', 'gerai', 'makanan', 'ditemukan', 'dusun', 'bambu', 'beda', 'harga', 'mahal']"
enak nongkrong beramai ramai rapat arisan pilihan menu makanan minuman,1,"['enak', 'nongkrong', 'beramai', 'ramai', 'rapat', 'arisan', 'pilihan', 'menu', 'makanan', 'minuman']"
letak lantai dasar paris java solaria disambut pernak pernik makanan lawas ditata apik menarik melangkah seisi rumah makan dihiasi aneka ornamen tempo memilih menu goreng petruk seporsi bakmie mengenyangkan disajikan keekian potongan kubis mantap,1,"['letak', 'lantai', 'dasar', 'paris', 'java', 'solaria', 'disambut', 'pernak', 'pernik', 'makanan', 'lawas', 'ditata', 'apik', 'menarik', 'melangkah', 'seisi', 'rumah', 'makan', 'dihiasi', 'aneka', 'ornamen', 'tempo', 'memilih', 'menu', 'goreng', 'petruk', 'seporsi', 'bakmie', 'mengenyangkan', 'disajikan', 'keekian', 'potongan', 'kubis', 'mantap']"
kader demokratlah terdidik urus pertamina,-1,"['kader', 'demokratlah', 'terdidik', 'urus', 'pertamina']"
wakil gubernur jakarta sandiaga salahudin berharap penyerapan anggaran pendapatan belanja daerah apbd maksimal,0,"['wakil', 'gubernur', 'jakarta', 'sandiaga', 'salahudin', 'berharap', 'penyerapan', 'anggaran', 'pendapatan', 'belanja', 'daerah', 'apbd', 'maksimal']"
pacar masuk kompleks mengecewakan live musik musim liburan makan mengantre daya tarik,1,"['pacar', 'masuk', 'kompleks', 'mengecewakan', 'live', 'musik', 'musim', 'liburan', 'makan', 'mengantre', 'daya', 'tarik']"
salah driver ojol surabaya menyamakan allah dajjal maksud dajjal kali,-1,"['salah', 'driver', 'ojol', 'surabaya', 'menyamakan', 'allah', 'dajjal', 'maksud', 'dajjal', 'kali']"
membiarkan lgbt hidup negara musnahkan,-1,"['membiarkan', 'lgbt', 'hidup', 'negara', 'musnahkan']"
makanan enak suasana nyaman ikan gurame kelemahan resto lalat beterbangan sehigga menganggu makan,1,"['makanan', 'enak', 'suasana', 'nyaman', 'ikan', 'gurame', 'kelemahan', 'resto', 'lalat', 'beterbangan', 'sehigga', 'menganggu', 'makan']"
rumah makan terletak stasiun bandung harga segitu makananan tergolong standart hotel menginap zodiak hotel,1,"['rumah', 'makan', 'terletak', 'stasiun', 'bandung', 'harga', 'segitu', 'makananan', 'tergolong', 'standart', 'hotel', 'menginap', 'zodiak', 'hotel']"
beli ulang enak lumuri coklat enak enak,1,"['beli', 'ulang', 'enak', 'lumuri', 'coklat', 'enak', 'enak']"
coffeeshop berdiri daerah dago kopi berganti ganti bahan dasar espresso suka cappuchino kopi komplit suka manual brewing tinggal memanggil barista kopi dibuatkan ditambah diceritakan jenis kopi,1,"['coffeeshop', 'berdiri', 'daerah', 'dago', 'kopi', 'berganti', 'ganti', 'bahan', 'dasar', 'espresso', 'suka', 'cappuchino', 'kopi', 'komplit', 'suka', 'manual', 'brewing', 'tinggal', 'memanggil', 'barista', 'kopi', 'dibuatkan', 'ditambah', 'diceritakan', 'jenis', 'kopi']"
lokasi strategis nyaman cocok acara individu berdua berbanyak pelayan ramah rapi menu lengkap berat ringan sayang diperkenankan mengambil foto menu makan siang memesan siomay kuah jempol enak banget kuah gurih siomay berasa banget,1,"['lokasi', 'strategis', 'nyaman', 'cocok', 'acara', 'individu', 'berdua', 'berbanyak', 'pelayan', 'ramah', 'rapi', 'menu', 'lengkap', 'berat', 'ringan', 'sayang', 'diperkenankan', 'mengambil', 'foto', 'menu', 'makan', 'siang', 'memesan', 'siomay', 'kuah', 'jempol', 'enak', 'banget', 'kuah', 'gurih', 'siomay', 'berasa', 'banget']"
wajib berkunjung bandung makanan nikmat dihidangkan sederhana suka piring gelas zaman menambah teryaka beda nasi liwet enak pete bakar ikan peda makanan sederhana nikmat tiada tara harga murah,1,"['wajib', 'berkunjung', 'bandung', 'makanan', 'nikmat', 'dihidangkan', 'sederhana', 'suka', 'piring', 'gelas', 'zaman', 'menambah', 'teryaka', 'beda', 'nasi', 'liwet', 'enak', 'pete', 'bakar', 'ikan', 'peda', 'makanan', 'sederhana', 'nikmat', 'tiada', 'tara', 'harga', 'murah']"
liburan dirumah bocoran internet streaming youtube nontonin film film kayak kakek netflix flash session,0,"['liburan', 'dirumah', 'bocoran', 'internet', 'streaming', 'youtube', 'nontonin', 'film', 'film', 'kayak', 'kakek', 'netflix', 'flash', 'session']"
unggul kedisiplinan,1,"['unggul', 'kedisiplinan']"
menyesal banget film horor indonesia,-1,"['menyesal', 'banget', 'film', 'horor', 'indonesia']"
eror melulu aplikasi tolong aplikasi diperbaiki suka pemberi harapan palsukan,-1,"['eror', 'melulu', 'aplikasi', 'tolong', 'aplikasi', 'diperbaiki', 'suka', 'pemberi', 'harapan', 'palsukan']"
golkar sulsel klaim nurdin halid unggul real count,0,"['golkar', 'sulsel', 'klaim', 'nurdin', 'halid', 'unggul', 'real', 'count']"
jalan jalan bandung khusus mencari makan malam menyempatkan mengunjungi valley makan memiliki pemandangan kota bandung indah malam samping nyaman menu makanan bervariasi sabar menunggu pesanan pengunjung ramai malam,1,"['jalan', 'jalan', 'bandung', 'khusus', 'mencari', 'makan', 'malam', 'menyempatkan', 'mengunjungi', 'valley', 'makan', 'memiliki', 'pemandangan', 'kota', 'bandung', 'indah', 'malam', 'samping', 'nyaman', 'menu', 'makanan', 'bervariasi', 'sabar', 'menunggu', 'pesanan', 'pengunjung', 'ramai', 'malam']"
slogan sapu lidi sensasi makan sawah makanan tepi kolam kebun sawah restoran ditawarkan membeli makanan ikan membeli rekomendasi,1,"['slogan', 'sapu', 'lidi', 'sensasi', 'makan', 'sawah', 'makanan', 'tepi', 'kolam', 'kebun', 'sawah', 'restoran', 'ditawarkan', 'membeli', 'makanan', 'ikan', 'membeli', 'rekomendasi']"
suka enak makan teman keluarga hidangan makanan jepang lengkap makanan barat makanan pesan sesuai selera harga standart murah mahal enak suasana,1,"['suka', 'enak', 'makan', 'teman', 'keluarga', 'hidangan', 'makanan', 'jepang', 'lengkap', 'makanan', 'barat', 'makanan', 'pesan', 'sesuai', 'selera', 'harga', 'standart', 'murah', 'mahal', 'enak', 'suasana']"
pemandangan indah suasana santai nyaman keluarga makanan enak hawa enak sejuk,1,"['pemandangan', 'indah', 'suasana', 'santai', 'nyaman', 'keluarga', 'makanan', 'enak', 'hawa', 'enak', 'sejuk']"
makan suasana alam acara pasangan keluarga makanan enak harga terjangkau,1,"['makan', 'suasana', 'alam', 'acara', 'pasangan', 'keluarga', 'makanan', 'enak', 'harga', 'terjangkau']"
bakso batagor lumyaan harga standar mencoba yamin mengecewakan,1,"['bakso', 'batagor', 'lumyaan', 'harga', 'standar', 'mencoba', 'yamin', 'mengecewakan']"
keraguan pilih jokowi pilkada semangat,1,"['keraguan', 'pilih', 'jokowi', 'pilkada', 'semangat']"
ahok hancur busuk jokowi usut terbukti serahkan hukum masyarakat orang beliau parasit bangsa,-1,"['ahok', 'hancur', 'busuk', 'jokowi', 'usut', 'terbukti', 'serahkan', 'hukum', 'masyarakat', 'orang', 'beliau', 'parasit', 'bangsa']"
kali berkonfrontasi kubu memaki merendahkan duluan imam ditiru,-1,"['kali', 'berkonfrontasi', 'kubu', 'memaki', 'merendahkan', 'duluan', 'imam', 'ditiru']"
sate daging sapi penuh daging gaji disajikan kuah kacang lontong terpisah cocok menu sharing porsi daging tebal banget enak kenyang disarankan menunggu sembari mencari kesibukan mengobrol tunggu sate lumayan personal experience,1,"['sate', 'daging', 'sapi', 'penuh', 'daging', 'gaji', 'disajikan', 'kuah', 'kacang', 'lontong', 'terpisah', 'cocok', 'menu', 'sharing', 'porsi', 'daging', 'tebal', 'banget', 'enak', 'kenyang', 'disarankan', 'menunggu', 'sembari', 'mencari', 'kesibukan', 'mengobrol', 'tunggu', 'sate', 'lumayan', 'personal', 'experience']"
membenci senin,-1,"['membenci', 'senin']"
antrean pekan menunggu harga mahal batagor tepung dominan mengerti antrean batagor mahal,-1,"['antrean', 'pekan', 'menunggu', 'harga', 'mahal', 'batagor', 'tepung', 'dominan', 'mengerti', 'antrean', 'batagor', 'mahal']"
restoran website melayani zaman kolonial belanda kunjungan berkesempatan makan restoran penuh kali berksempatan makan minggu sore memesan triliun bone steak nasi goreng bone steak enak daging keras nasi goreng enak,1,"['restoran', 'website', 'melayani', 'zaman', 'kolonial', 'belanda', 'kunjungan', 'berkesempatan', 'makan', 'restoran', 'penuh', 'kali', 'berksempatan', 'makan', 'minggu', 'sore', 'memesan', 'triliun', 'bone', 'steak', 'nasi', 'goreng', 'bone', 'steak', 'enak', 'daging', 'keras', 'nasi', 'goreng', 'enak']"
menjual jenis makanan unik luas ruang terbuka cocok berkumpul teman keluarga,1,"['menjual', 'jenis', 'makanan', 'unik', 'luas', 'ruang', 'terbuka', 'cocok', 'berkumpul', 'teman', 'keluarga']"
mensen tanggal oktober respon payah,-1,"['mensen', 'tanggal', 'oktober', 'respon', 'payah']"
mahal,-1,['mahal']
ejak orde dipimpin presiden suharto periode reformasi pemilu indonesia dianggap bebas adil,0,"['ejak', 'orde', 'dipimpin', 'presiden', 'suharto', 'periode', 'reformasi', 'pemilu', 'indonesia', 'dianggap', 'bebas', 'adil']"
rocky dibayar menjatuhkan presiden,-1,"['rocky', 'dibayar', 'menjatuhkan', 'presiden']"
sombong,1,['sombong']
suami kuliah bandung hobi banget makan sate enak istimewa minum sirup markisa segar lilin enak,1,"['suami', 'kuliah', 'bandung', 'hobi', 'banget', 'makan', 'sate', 'enak', 'istimewa', 'minum', 'sirup', 'markisa', 'segar', 'lilin', 'enak']"
unik sore cepat duduk disarankan manula jalan duduk cenderung berbatu gelap malam,1,"['unik', 'sore', 'cepat', 'duduk', 'disarankan', 'manula', 'jalan', 'duduk', 'cenderung', 'berbatu', 'gelap', 'malam']"
makanan lumayan beragam pasta pancake waffles pizza pelayanan lumayan cepat enak kumpul kumpul teman keluarga harga orang makan minum,1,"['makanan', 'lumayan', 'beragam', 'pasta', 'pancake', 'waffles', 'pizza', 'pelayanan', 'lumayan', 'cepat', 'enak', 'kumpul', 'kumpul', 'teman', 'keluarga', 'harga', 'orang', 'makan', 'minum']"
bendungan sutami malang terawat mengecewakan wisatawan kotor jorok kumuh,-1,"['bendungan', 'sutami', 'malang', 'terawat', 'mengecewakan', 'wisatawan', 'kotor', 'jorok', 'kumuh']"
menyenangkan suasana alam banget lembah suara sungai mengalir udara dingin enak malam,1,"['menyenangkan', 'suasana', 'alam', 'banget', 'lembah', 'suara', 'sungai', 'mengalir', 'udara', 'dingin', 'enak', 'malam']"
digadang wakil jaro pilkada beben suhendar tunggu keputusan demokrat,0,"['digadang', 'wakil', 'jaro', 'pilkada', 'beben', 'suhendar', 'tunggu', 'keputusan', 'demokrat']"
waroeng bandoeng jual steak harga terjangkau asyik nongkrong menu pilihan harga relatif murah lupa menu penutup enak,1,"['waroeng', 'bandoeng', 'jual', 'steak', 'harga', 'terjangkau', 'asyik', 'nongkrong', 'menu', 'pilihan', 'harga', 'relatif', 'murah', 'lupa', 'menu', 'penutup', 'enak']"
mantap sisi suka orderan barang bagus,1,"['mantap', 'sisi', 'suka', 'orderan', 'barang', 'bagus']"
penggemar makanan korea wajib makanan enak harga murah meriah dibidang makanan makanan korea,1,"['penggemar', 'makanan', 'korea', 'wajib', 'makanan', 'enak', 'harga', 'murah', 'meriah', 'dibidang', 'makanan', 'makanan', 'korea']"
mencoba spicy prawn menu nasi bakar bumbu telur telur pilih mata sapi dadar coba telur dadar nasi bakar enak asam pedas bumbu cocok makan siang suasana resto enak cocok keluarga harga mahal kantong mahasiswa,1,"['mencoba', 'spicy', 'prawn', 'menu', 'nasi', 'bakar', 'bumbu', 'telur', 'telur', 'pilih', 'mata', 'sapi', 'dadar', 'coba', 'telur', 'dadar', 'nasi', 'bakar', 'enak', 'asam', 'pedas', 'bumbu', 'cocok', 'makan', 'siang', 'suasana', 'resto', 'enak', 'cocok', 'keluarga', 'harga', 'mahal', 'kantong', 'mahasiswa']"
okay kunjungan ipar bandung diajak makan kemari wich obviously halal nasi campur gausa ahaha kadanga nasi hainam enaklah babi madu garing samcan keras sempurna nasi hainam chasio garing,1,"['okay', 'kunjungan', 'ipar', 'bandung', 'diajak', 'makan', 'kemari', 'wich', 'obviously', 'halal', 'nasi', 'campur', 'gausa', 'ahaha', 'kadanga', 'nasi', 'hainam', 'enaklah', 'babi', 'madu', 'garing', 'samcan', 'keras', 'sempurna', 'nasi', 'hainam', 'chasio', 'garing']"
peresmian pengoperasian kereta bndra prsden smbolis pnkanan tombol sirine menyuarakan genta dampingi menteri prhbungan menteri bumn gubernur banten dirjen perkeretaapian kemhub dirut dirut dirut railink,0,"['peresmian', 'pengoperasian', 'kereta', 'bndra', 'prsden', 'smbolis', 'pnkanan', 'tombol', 'sirine', 'menyuarakan', 'genta', 'dampingi', 'menteri', 'prhbungan', 'menteri', 'bumn', 'gubernur', 'banten', 'dirjen', 'perkeretaapian', 'kemhub', 'dirut', 'dirut', 'dirut', 'railink']"
suka makan siomay siomay bandung banget kerasa ikan bumbu kacang lumayan enak,1,"['suka', 'makan', 'siomay', 'siomay', 'bandung', 'banget', 'kerasa', 'ikan', 'bumbu', 'kacang', 'lumayan', 'enak']"
sumbang saran pilgub jabar biar ramai gerindra kursi sudrajat syaikhu pdip nasdem kursi ridwan kamil anton demokrat kursi demiz golkar hanura demul haji iemas,0,"['sumbang', 'saran', 'pilgub', 'jabar', 'biar', 'ramai', 'gerindra', 'kursi', 'sudrajat', 'syaikhu', 'pdip', 'nasdem', 'kursi', 'ridwan', 'kamil', 'anton', 'demokrat', 'kursi', 'demiz', 'golkar', 'hanura', 'demul', 'haji', 'iemas']"
dijamu masakan sundanese restoran makanan cina makanan lumayan harga mahal keinget mangga enak asem asem segar,1,"['dijamu', 'masakan', 'sundanese', 'restoran', 'makanan', 'cina', 'makanan', 'lumayan', 'harga', 'mahal', 'keinget', 'mangga', 'enak', 'asem', 'asem', 'segar']"
sandiaga penarikan raperda reklamasi kepastian usaha,0,"['sandiaga', 'penarikan', 'raperda', 'reklamasi', 'kepastian', 'usaha']"
suka banget marah indosat jaringan,-1,"['suka', 'banget', 'marah', 'indosat', 'jaringan']"
indosat minggu minggu kuota banget bari dipakai marah,-1,"['indosat', 'minggu', 'minggu', 'kuota', 'banget', 'bari', 'dipakai', 'marah']"
kecewa kubu jokowi ujung menggandeng kiai gimana disalahkan kubu sebelah agresif rapat rapat ulama politik calon kotor,-1,"['kecewa', 'kubu', 'jokowi', 'ujung', 'menggandeng', 'kiai', 'gimana', 'disalahkan', 'kubu', 'sebelah', 'agresif', 'rapat', 'rapat', 'ulama', 'politik', 'calon', 'kotor']"
rindu lontong medan kemari sayur medan banget tauco terong gomak ditambah telur rendang enak harga bersahabat minuman ringan khas medan badak saparila tersedia pokok medan banget hindari sibuk makan nongkrong,1,"['rindu', 'lontong', 'medan', 'kemari', 'sayur', 'medan', 'banget', 'tauco', 'terong', 'gomak', 'ditambah', 'telur', 'rendang', 'enak', 'harga', 'bersahabat', 'minuman', 'ringan', 'khas', 'medan', 'badak', 'saparila', 'tersedia', 'pokok', 'medan', 'banget', 'hindari', 'sibuk', 'makan', 'nongkrong']"
membanggakan kepimpinan tersedehanaan sungguh salam periode membohongi rakyat,1,"['membanggakan', 'kepimpinan', 'tersedehanaan', 'sungguh', 'salam', 'periode', 'membohongi', 'rakyat']"
rencana makan ramai ramai sekantoran direncanakan pesan room keleluasaan suasana nyaman kenyataan musik berisik banget bikin sakit kuping disebabkan acara ulang acara peristiwa audio mengganggu ruangan,-1,"['rencana', 'makan', 'ramai', 'ramai', 'sekantoran', 'direncanakan', 'pesan', 'room', 'keleluasaan', 'suasana', 'nyaman', 'kenyataan', 'musik', 'berisik', 'banget', 'bikin', 'sakit', 'kuping', 'disebabkan', 'acara', 'ulang', 'acara', 'peristiwa', 'audio', 'mengganggu', 'ruangan']"
infrastruktur masyarakat indonesia merajut masyarakat perbatasan kalimantan jalan perbatasan indonesia malaysia jimbon salah masyrkt suku iban senang ladang senang kecewa,1,"['infrastruktur', 'masyarakat', 'indonesia', 'merajut', 'masyarakat', 'perbatasan', 'kalimantan', 'jalan', 'perbatasan', 'indonesia', 'malaysia', 'jimbon', 'salah', 'masyrkt', 'suku', 'iban', 'senang', 'ladang', 'senang', 'kecewa']"
tertipu engkau permainkan rakyat indonesia bodohi harapan palsu,-1,"['tertipu', 'engkau', 'permainkan', 'rakyat', 'indonesia', 'bodohi', 'harapan', 'palsu']"
asik,-1,['asik']
